,Authority,Event-code,Influence,Description ENG,Description ORI,Event-class,Event-class Description,mapped_status,is_granted
153,AU,HC1,,"CHANGE OF APPLICANT'S NAME (SECT. 215), DEATH OF APPLICANT","CHANGE OF APPLICANT'S NAME (SECT. 215), DEATH OF APPLICANT",R,PARTY DATA CHANGE,NEUTRAL,False
154,AU,HGD,,CHANGE OF NAME OF LICENSEE,CHANGE OF NAME OF LICENSEE,R,PARTY DATA CHANGE,NEUTRAL,False
155,AU,MAK,-,OFFER TO SURRENDER LETTERS PATENT,OFFER TO SURRENDER LETTERS PATENT,H,IP RIGHT CESSATION,DEAD,False
156,AU,MAL,-,SURRENDER AND REVOCATION OF LETTERS PATENT,SURRENDER AND REVOCATION OF LETTERS PATENT,H,IP RIGHT CESSATION,DEAD,False
157,AU,MAY,-,OFFER TO SURRENDER PETTY PATENT,OFFER TO SURRENDER PETTY PATENT,H,IP RIGHT CESSATION,DEAD,False
158,AU,MFS,-,SURRENDER AND REVOCATION OF PETTY PATENT,SURRENDER AND REVOCATION OF PETTY PATENT,H,IP RIGHT CESSATION,DEAD,False
159,AU,MK1,-,APPLICATION LAPSED SECTION 142(2)(A) - NO REQUEST FOR EXAMINATION IN RELEVANT PERIOD,APPLICATION LAPSED SECTION 142(2)(A) - NO REQUEST FOR EXAMINATION IN RELEVANT PERIOD,B,APPLICATION DISCONTINUATION,DEAD,False
160,AU,MK10,-,APPLICATION LAPSED SECTION 142(4)(B) - PETTY PATENT: APPLICANT DIDN'T COMPLY WITH A NOTICE FROM COMMISSIONER,APPLICATION LAPSED SECTION 142(4)(B) - PETTY PATENT: APPLICANT DIDN'T COMPLY WITH A NOTICE FROM COMMISSIONER,B,APPLICATION DISCONTINUATION,DEAD,False
161,AU,MK12,-,APPLICATION LAPSED SECTION 141(1)/REG 8.3(2) - APPLICANT FILED A WRITTEN NOTICE OF WITHDRAWAL,APPLICATION LAPSED SECTION 141(1)/REG 8.3(2) - APPLICANT FILED A WRITTEN NOTICE OF WITHDRAWAL,B,APPLICATION DISCONTINUATION,DEAD,False
162,AU,MK13,-,"APPLICATION WITHDRAWN SECTION 141(2)/REG 8.3(2) - PCT APPL. NON-ENTERING NAT. PHASE, WITHDRAWN BY APPLICANT","APPLICATION WITHDRAWN SECTION 141(2)/REG 8.3(2) - PCT APPL. NON-ENTERING NAT. PHASE, WITHDRAWN BY APPLICANT",B,APPLICATION DISCONTINUATION,DEAD,False
163,AU,MK14,-,PATENT CEASED SECTION 143(A) (ANNUAL FEES NOT PAID) OR EXPIRED,PATENT CEASED SECTION 143(A) (ANNUAL FEES NOT PAID) OR EXPIRED,H,IP RIGHT CESSATION,DEAD,False
164,AU,MK16,-,APPLICATION REFUSED,APPLICATION REFUSED,B,APPLICATION DISCONTINUATION,DEAD,False
165,AU,MK17,-,APPLICATION LAPSED REG. 22.2B(2) - NON-PAYMENT OF FILING FEES,APPLICATION LAPSED SECTION 227(5)(6)(C),B,APPLICATION DISCONTINUATION,DEAD,False
166,AU,MK18,-,"APPLICATION LAPSED REG. 3.2B(3),(5) OR (6) - NON-COMPLIANCE WITH FORMALITIES DIRECTION WITHIN PRESCRIBED TIME LIMITS","APPLICATION LAPSED REG. 3.2B(3),(5) OR (6) - NON-COMPLIANCE WITH FORMALITIES DIRECTION WITHIN PRESCRIBED TIME LIMITS",B,APPLICATION DISCONTINUATION,DEAD,False
167,AU,MK19,-,PATENT CEASED SECTION 143(A)/REG. 22.2B(2) - FEE FOR FILING A REQUEST FOR THE INNOVATION PATENT HAS NOT BEEN PAID IN TIME,PATENT CEASED SECTION 143(A)/REG. 22.2B(2) - FEE FOR FILING A REQUEST FOR THE INNOVATION PATENT HAS NOT BEEN PAID IN TIME,,,DEAD,False
168,AU,MK20,-,PATENT CEASED SECTION 143A(B)/REG. 22.2D(2) OR (4) - NON-PAYMENT OF EXAMINATION FEES WITHIN THE PRESCRIBED PERIOD,PATENT CEASED SECTION 143A(B)/REG. 22.2D(2) OR (4) - NON-PAYMENT OF EXAMINATION FEES WITHIN THE PRESCRIBED PERIOD,H,IP RIGHT CESSATION,DEAD,False
169,AU,MK21,-,PATENT CEASED SECTION 101C(B)/SECTION 143A(C)/REG. 9A.4 - EXAMINATION UNDER SECTION 101B HAD NOT BEEN CARRIED OUT WITHIN THE PERIOD PRESCRIBED,PATENT CEASED SECTION 101C(B)/SECTION 143A(C)/REG. 9A.4 - >EXAMINATION UNDER SECTION 101B HAD NOT BEEN CARRIED OUT WITHIN THE PERIOD PRESCRIBED,H,IP RIGHT CESSATION,DEAD,False
170,AU,MK22,-,"PATENT CEASED SECTION 143A(D), OR EXPIRED - NON PAYMENT OF RENEWAL FEE OR EXPIRY","PATENT CEASED SECTION 143A(D), OR EXPIRED - NON PAYMENT OF RENEWAL FEE OR EXPIRY",H,IP RIGHT CESSATION,DEAD,False
171,AU,MK24,-,APPLICATION LAPSED REG. 22.2E(2) - FAILURE TO PAY RESPONSE FEE,APPLICATION LAPSED REG. 22.2E(2) - FAILURE TO PAY RESPONSE FEE,B,APPLICATION DISCONTINUATION,DEAD,False
172,AU,MK25,-,APPLICATION LAPSED REG. 22.2I(2) - FAILURE TO PAY ACCEPTANCE FEE,APPLICATION LAPSED REG. 22.2I(2) - FAILURE TO PAY ACCEPTANCE FEE,B,APPLICATION DISCONTINUATION,DEAD,False
173,AU,MK3,-,APPLICATION LAPSED SECTION 142(2)(C) - EXAMINATION DEFERRED UNDER SECTION 46 NO REQUEST FOR EXAMINATION,APPLICATION LAPSED SECTION 142(2)(C) - EXAMINATION DEFERRED UNDER SECTION 46 NO REQUEST FOR EXAMINATION,B,APPLICATION DISCONTINUATION,DEAD,False
174,AU,MK4,-,APPLICATION LAPSED SECTION 142(2)(D) - NO CONTINUATION FEE PAID FOR THE APPLICATION,APPLICATION LAPSED SECTION 142(2)(D) - NO CONTINUATION FEE PAID FOR THE APPLICATION,B,APPLICATION DISCONTINUATION,DEAD,False
175,AU,MK5,-,APPLICATION LAPSED SECTION 142(2)(E) - PATENT REQUEST AND COMPL. SPECIFICATION NOT ACCEPTED,APPLICATION LAPSED SECTION 142(2)(E) - PATENT REQUEST AND COMPL. SPECIFICATION NOT ACCEPTED,B,APPLICATION DISCONTINUATION,DEAD,False
176,AU,MK6,-,APPLICATION LAPSED SECTION 142(2)(F)/REG. 8.3(3) - PCT APPLIC. NOT ENTERING NATIONAL PHASE,APPLICATION LAPSED SECTION 142(2)(F)/REG. 8.3(3) - PCT APPLIC. NOT ENTERING NATIONAL PHASE,B,APPLICATION DISCONTINUATION,DEAD,False
177,AU,MK7,-,APPLICATION LAPSED REG. 3.2A(3) - APPLICANT DID NOT COMPLY WITH FORMALITIES DIRECTION WITHIN PRESCRIBED TIME,APPLICATION LAPSED REG. 3.2A(3) - APPLICANT DID NOT COMPLY WITH FORMALITIES DIRECTION WITHIN PRESCRIBED TIME,B,APPLICATION DISCONTINUATION,DEAD,False
178,AU,NA,,"APPLICATIONS RECEIVED FOR EXTENSIONS OF TIME, SECTION 223","APPLICATIONS RECEIVED FOR EXTENSIONS OF TIME, SECTION 223",T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,PENDING,False
179,AU,NAA1,,APPLICATION DESIGNATING AUSTRALIA AND CLAIMING PRIORITY FROM AUSTRALIAN DOCUMENT,APPLICATION DESIGNATING AUSTRALIA AND CLAIMING PRIORITY FROM AUSTRALIAN DOCUMENT,A,APPLICATION FILING,PENDING,False
180,AU,NB,,APPLICATIONS ALLOWED -  EXTENSIONS OF TIME SECTION 223(2),APPLICATIONS ALLOWED -  EXTENSIONS OF TIME SECTION 223(2),T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,PENDING,False
181,AU,NBA,,ALLOWANCES -  EXTENSIONS OF TIME- SECTION 223(1),ALLOWANCES -  EXTENSIONS OF TIME- SECTION 223(1),T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,NEUTRAL,False
182,AU,NBW,-,APPLICATION FOR EXTENSION OF TIME UNDER SECTION 223 WITHDRAWN,APPLICATION OF EXTENSION OF TIME UNDER SECTION 223 WITHDRAWN,T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,PENDING,False
183,AU,NC,+,EXTENSION OF TERM  FOR STANDARD PATENT REQUESTED (SECT. 70),EXTENSION OF TERM REQUESTED FOR STANDARD PATENT (SECT. 70),G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
184,AU,NCF,+,EXTENSION OF TERM FOR PETTY PATENT REQUESTED (SECT. 69),EXTENSION OF TERM REQUESTED FOR PETTY PATENT (SECT. 69),G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
185,AU,NCW,-,APPLICATION FOR EXTENSION OF TERM WITHDRAWN (UNDER SECTION 73 PATENTS ACT 1990),APPLICATION FOR EXTENSION OF TERM WITHDRAWN UNDER SECTION 73 (PATENTS ACT 1990),G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
186,AU,ND,+,APPLICATION OF EXTENSION OF TERM ACCEPTED,APPLICATION OF EXTENSION OF TERM ACCEPTED,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
187,AU,NDA,+,EXTENSION OF TERM FOR STANDARD PATENT ACCEPTED (SECT.70),EXTENSION OF TERM FOR STANDARD PATENT ACCEPTED (SECT.70),G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
188,AU,NDB,+,EXTENSION OF TERM FOR STANDARD PATENT GRANTED (SECT.76),EXTENSION OF TERM FOR STANDARD PATENT GRANTED (SECT.76),G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,True
189,AU,NDF,+,EXTENSION OF TERM GRANTED FOR PETTY PATENT (SECT. 69),EXTENSION OF TERM GRANTED FOR PETTY PATENT (SECT. 69),G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
190,AU,NDP,,DECISION ON APPLICATION TO EXTEND THE TERM OF A PETTY PATENT,DECISION ON APPLICATION TO EXTEND THE TERM OF A PETTY PATENT,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
191,AU,NDR,-,"EXTENSION OF TERM OF STANDARD PATENTS, SECTION 70: REFUSAL","EXTENSION OF TERM OF STANDARD PATENTS, SECTION 70: REFUSAL",G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
192,AU,NREF,-,REFUSAL OF SECTION 223 (EXTENSION OF TIME),REFUSAL OF SECTION 223 (EXTENSION OF TIME),T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,UNKNOWN,False
193,AU,ON,,DECISION OF A DELEGATE OR DEPUTY OF THE COMMISSIONER OF PATENTS (RESULT OF PATENT OFFICE HEARING),DECISION OF A DELEGATE OR DEPUTY OF THE COMMISSIONER OF PATENTS (RESULT OF PATENT OFFICE HEARING),V,APPEAL,NEUTRAL,False
194,AU,PAF,,PROVISION UNDER SECT. 173 (PUBLICATION FORBIDDEN) REVOKED: PROVISIONAL APPLICATION FILED,PROVISION UNDER SECT. 173 (PUBLICATION FORBIDDEN) REVOKED: PROVISIONAL APPLICATION FILED,,,PENDING,False
195,AU,PC,,ASSIGNMENT REGISTERED,ASSIGNMENT REGISTERED TO,R,PARTY DATA CHANGE,NEUTRAL,False
196,AU,PC1,,ASSIGNMENT BEFORE GRANT (SECT. 113),ASSIGNMENT BEFORE GRANT (SECT. 113) TO,R,PARTY DATA CHANGE,NEUTRAL,False
197,AU,PCD,-,PROCEEDING UNDER SECTION 215 (DEATH OF APPLICANT OR NOMINATED PERSON),PROCEEDING UNDER SECTION 215 (DEATH OF APPLICANT OR NOMINATED PERSON),R,PARTY DATA CHANGE,UNKNOWN,False
198,AU,RIS,,RE-ISSUE,RE-ISSUE,Q,DOCUMENT PUBLICATION,PENDING,False
199,AU,ROP,-,REVOCATION OF PATENT,REVOCATION OF PATENT,H,IP RIGHT CESSATION,DEAD,False
200,AU,S32,,PROCEEDING UNDER SECTION 32 - DISPUTES BETWEEN APPLICANTS ETC.,PROCEEDING UNDER SECTION 32 - DISPUTES BETWEEN APPLICANTS ETC.,E,PRE-GRANT REVIEW REQUEST,PENDING,False
201,AU,S37I,,"INNOVATION PATENT APPLICATION TREATED AS PROVISIONAL SPECIFICATION, ACCORDING SECT. 37","INNOVATION PATENT APPLICATION TREATED AS PROVISIONAL SPECIFICATION, ACCORDING SECT. 37",,,PENDING,False
202,AU,SREP,,SPECIFICATION REPUBLISHED,SPECIFICATION REPUBLISHED,Q,DOCUMENT PUBLICATION,PENDING,False
203,AU,TC,,CHANGE OF APPLICANT'S NAME (SEC. 104),CHANGE OF APPLICANT'S NAME (SEC. 104),R,PARTY DATA CHANGE,NEUTRAL,False
204,AU,TH,,CORRIGENDA,CORRECTION,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
205,AU,WETP,-,EXTENSION OF TERM OF PETTY PATENT WITHDRAWN,EXTENSION OF TERM OF PETTY PATENT WITHDRAWN,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
206,BE,CA,,CHANGE OF ADDRESS OF THE OWNER OF THE PATENT,CHANGEMENT D' ADRESSE DE TITULAIRE DE BREVET,R,PARTY DATA CHANGE,NEUTRAL,False
207,BE,CCCA,,CHANGE OF ADDRESS OF THE OWNER OF A SUPPLEMENTARY PROTECTION CERTIFICATE,CHANGEMENT D' ADRESSE DE TITULAIRE DE CCP,R,PARTY DATA CHANGE,NEUTRAL,False
208,BE,CCCH,,CHANGE OF OWNERSHIP OF THE SUPPLEMENTARY PROTECTION CERTIFICATE,CHANGEMENT DE TITULAIRE DE BREVET DE CCP,R,PARTY DATA CHANGE,NEUTRAL,False
209,BE,CCCN,,CHANGE OF THE NAME OF THE OWNER OF THE SUPPLEMENTARY PROTECTION CERTIFICATE,CHANGEMENT DE NOM DE TITULAIRE DE CCP,R,PARTY DATA CHANGE,NEUTRAL,False
210,BE,CCLA,-,LAPSE OF A SUPPLEMENTARY PROTECTION CERTIFICATE,DECHEANCE DE CERTIFICAT COMPLEMENTAIRE DE PROTECTION,H,IP RIGHT CESSATION,DEAD,False
211,BE,CCPA,,APPLICATION FOR A SUPPLEMENTARY PROTECTION CERTIFICATE,DEMANDE POUR UN CERTIFICAT COMPLEMENTAIRE DE PROTECTION,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
212,BE,CCPT,-,WITHDRAWAL OF A SUPPLEMENTARY PROTECTION CERTIFICATE,CERTIFICAT COMPLEMENTAIRE DE PROTECTION RETIRE,,,DEAD,False
213,BE,CCPV,+,GRANT OF A SUPPLEMENTARY PROTECTION CERTIFICATE,DELIVRANCE D'UN CERTIFICAT COMPLEMENTAIRE DE PROTECTION,G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
214,BE,CCRE,-,EXPIRY OF A SUPPLEMENTARY PROTECTION CERTIFICATE,CERTIFICAT COMPLEMENTAIRE DE PROTECTION DECHU,H,IP RIGHT CESSATION,DEAD,False
215,BE,CH,,CHANGE OF PATENT OWNER,CHANGEMENT DE TITULAIRE DE BREVET,R,PARTY DATA CHANGE,NEUTRAL,False
216,BE,CN,,CHANGE OF PATENT OWNER'S NAME,CHANGEMENT DE NOM DE TITULAIRE DE BREVET,R,PARTY DATA CHANGE,NEUTRAL,False
217,BE,E20,-,PATENT EXPIRED,BREVET ECHU,H,IP RIGHT CESSATION,DEAD,False
218,BE,ECH,,CHANGE OF PATENT OWNER,CHANGEMENT DE TITULAIRE DE BREVET,,,NEUTRAL,False
219,BE,ERE,-,PATENT LAPSED,BREVET DECHU,H,IP RIGHT CESSATION,DEAD,False
220,BE,FG,+,PATENT GRANTED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],F,IP RIGHT GRANT,ALIVE,True
221,BE,FP,,TRANSLATION FOR EP FILED (ENTRY OF EP INTO COUNTRY),[NO DESCRIPTION IN ORIGINAL LANGUAGE],W,OTHER,NEUTRAL,False
222,BE,HC,,CHANGE OF NAME OF THE OWNERS,[NO DESCRIPTION IN ORIGINAL LANGUAGE],R,PARTY DATA CHANGE,NEUTRAL,False
223,BE,LC,,PATENT REVOCATION (PARTIAL),[NO DESCRIPTION IN ORIGINAL LANGUAGE],M,IP RIGHT MAINTENANCE,NEUTRAL,False
224,BE,LD,,PARTIAL SURRENDER OF PATENT BY THE PROPRIETOR,[NO DESCRIPTION IN ORIGINAL LANGUAGE],M,IP RIGHT MAINTENANCE,NEUTRAL,False
225,BE,MA,-,PATENT TOTALLY RENOUNCED (LAPSED DUE TO RESIGNATION BY THE PROPRIETOR),[NO DESCRIPTION IN ORIGINAL LANGUAGE],H,IP RIGHT CESSATION,DEAD,False
226,BE,MC,-,PATENT REVOKED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],H,IP RIGHT CESSATION,DEAD,False
227,BE,MF,-,PATENT INVALIDATED AT REQUEST OF THIRD PARTY (E.G. OPPOSITION PROCEEDINGS),ANNULMENT TRIGGERED BY 3RD PARTY (E.G. OPPOSITION),H,IP RIGHT CESSATION,DEAD,False
228,BE,MK,-,PATENT EXPIRED BECAUSE OF REACHING THE MAXIMUM LIFETIME OF A PATENT,[NO DESCRIPTION IN ORIGINAL LANGUAGE],H,IP RIGHT CESSATION,DEAD,False
229,BE,MM,-,LAPSED BECAUSE OF NON-PAYMENT OF THE ANNUAL FEE,[NO DESCRIPTION IN ORIGINAL LANGUAGE],H,IP RIGHT CESSATION,DEAD,False
230,BE,NE,,RESTORATION REQUESTED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],K,IP RIGHT REVIVAL,NEUTRAL,False
231,BE,NF,+,PATENT RESTORED AFTER LAPSE,[NO DESCRIPTION IN ORIGINAL LANGUAGE],K,IP RIGHT REVIVAL,ALIVE,False
232,BE,NG,+,PATENT RESTORED AFTER RULED-OUT OPPOSITION,[NO DESCRIPTION IN ORIGINAL LANGUAGE],K,IP RIGHT REVIVAL,ALIVE,False
233,BE,PD,,CHANGE OF OWNERSHIP,[NO DESCRIPTION IN ORIGINAL LANGUAGE],R,PARTY DATA CHANGE,NEUTRAL,False
234,BE,QB,,LICENCE REGISTERED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
235,BE,QC,,LICENCE AGREEMENT ENDED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
236,BE,RC,,PLEDGE ESTABLISHED (PAWNING),[NO DESCRIPTION IN ORIGINAL LANGUAGE],S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
237,BE,RE,-,PATENT LAPSED,BREVET DECHU,H,IP RIGHT CESSATION,DEAD,False
238,BE,RE1,-,CONFISCATION,[NO DESCRIPTION IN ORIGINAL LANGUAGE],S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,UNKNOWN,False
239,BE,RE20,-,PATENT EXPIRED,BREVET ECHU,H,IP RIGHT CESSATION,DEAD,False
240,BE,RF,,SEIZURE TERMINATED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
241,BE,RR,+,PATENT REESTABLISHED AFTER LAPSE,BREVET DECHU DONT LA RESTAURATION A ETE OBTENUE,K,IP RIGHT REVIVAL,ALIVE,False
242,BE,SPCA,-,REQUEST FOR SUPPLEMENTARY PROTECTION CERTIFICATE (SPC) WITHDRAWN,[NO DESCRIPTION IN ORIGINAL LANGUAGE],G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
243,BE,SPCB,-,REQUEST FOR AN EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE (SPC) WITHDRAWN,[NO DESCRIPTION IN ORIGINAL LANGUAGE],G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
244,BE,SPCC,,REGISTERED LICENCE OF A SUPPLEMENTARY PROTECTION CERTIFICATE,[NO DESCRIPTION IN ORIGINAL LANGUAGE],S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
245,BE,SPCD,-,SUPPLEMENTARY PROTECTION CERTIFICATE REJECTED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],G,PROTECTION BEYOND IP RIGHT TERM,DEAD,False
246,BE,SPCE,,FILING FOR A PAEDIATRIC EXTENSION OF A SUPPLEMENTARY PROTECTION CERTIFICATE,[NO DESCRIPTION IN ORIGINAL LANGUAGE],G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
247,BE,SPCF,,SUPPLEMENTARY PROTECTION CERTIFICATE FILED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
248,BE,SPCG,+,SUPPLEMENTARY PROTECTION CERTIFICATE GRANTED,DELIVRANCE DE CERTIFICAT COMPLEMENTAIRE,G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
249,BE,SPCI,+,REINSTATEMENT OF RIGHTS,[NO DESCRIPTION IN ORIGINAL LANGUAGE],K,IP RIGHT REVIVAL,ALIVE,False
250,BE,SPCL,-,SUPPLEMENTARY PROTECTION CERTIFICATE LAPSED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],H,IP RIGHT CESSATION,DEAD,False
251,BE,SPCR,-,SUPPLEMENTARY PROTECTION CERTIFICATE REVOKED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],H,IP RIGHT CESSATION,DEAD,False
252,BE,SPCT,,SUPPLEMENTARY PROTECTION CERTIFICATE CHANGE OF OWNERSHIP,[NO DESCRIPTION IN ORIGINAL LANGUAGE],R,PARTY DATA CHANGE,NEUTRAL,False
253,BE,SPCV,,NOTIFICATION OF A SUPPLEMENTARY PROTECTION CERTIFICATE (MANUFACTURING WAIVER),[NO DESCRIPTION IN ORIGINAL LANGUAGE],S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
254,BE,SPCW,-,SUPPLEMENTARY PROTECTION CERTIFICATE RENOUNCED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],H,IP RIGHT CESSATION,DEAD,False
255,BE,SPCX,-,EXPIRY OF A SUPPLEMENTARY PROTECTION CERTIFICATE,[NO DESCRIPTION IN ORIGINAL LANGUAGE],H,IP RIGHT CESSATION,DEAD,False
256,BE,SPCY,-,PAEDIATRIC EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE REJECTED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],G,PROTECTION BEYOND IP RIGHT TERM,DEAD,False
257,BE,SPCZ,+,GRANT OF PAEDIATRIC EXTENSION OF A SUPPLEMENTARY PROTECTION CERTIFICATE,[NO DESCRIPTION IN ORIGINAL LANGUAGE],G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
258,BR,AN,,PROCESSING APPLICATIONS ACCORDING TO ARTICLES 230 AND 231 OF LAW 9279/96: NOTIFICATION OF FILING AN APPLICATION,PROCESSAMENTO DE PEDIDOS SEGUNDO ARTIGOS 230 E 231 DA LEI 9279/96: NOTIFICACAO DE PEDIDO DEPOSITO,A,APPLICATION FILING,PENDING,False
259,BR,B01A,,PCT PUBLICATION - REQUEST FOR ENTRY INTO THE NATIONAL PHASE [CHAPTER 1.1 PATENT GAZETTE],COMUNICACAO DA PUBLICACAO INTERNACIONAL PCT. APRESENTACAO DE PETICAO DE REQUERIMENTO DE ENTRADA NA FASE NACIONAL [CODIGO 1.1 RPI],A,APPLICATION FILING,PENDING,False
260,BR,B01D,+,REINSTATEMENT OF RIGHTS TO ENTER THE PCT NATIONAL PHASE ACCEPTED [CHAPTER 3.1 PATENT GAZETTE],RESTABELECIMENTO DE DIREITO PARA ENTRADA NA FASE NACIONAL DO PCT CONCEDIDO [CODIGO 3.1 RPI],C,APPLICATION REVIVAL,ALIVE,False
261,BR,B01E,-,NATIONAL PHASE ENTRY SUSPENDED (PCT PROCEDURE) [CHAPTER 1.5 PATENT GAZETTE],SUSPENSAO DO ANDAMENTO DE ENTRADA NA FASE NACIONAL BRASILEIRA DO PEDIDO INTERNACIONAL DE PATENTE [CODIGO 1.5 RPI],T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,UNKNOWN,False
262,BR,B01X,-,DECISION OF REINSTATEMENT OF RIGHTS TO ENTER THE PCT NATIONAL PHASE IS CANCELLED [CHAPTER 1.4.4 PATENT GAZETTE],ANULACAO DA DECISAO DA CONCESSAO DE DEVOLUCAO DE PRAZO PARA O RESTABELECIMENTO DE DIREITO PARA ENTRADA NA FASE NACIONAL [CODIGO 1.4.4 RPI],Z,CLASSIFICATION PENDING,DEAD,False
263,BR,B01Y,-,REQUIREMENT CANCELLED [CHAPTER 1.5.3 PATENT GAZETTE],ANULACAO DA EXIGENCIA POR TER SIDO INDEVIDA [CODIGO 1.5.3 RPI],Y,CORRECTION AND DELETION OF EVENT INFORMATION,DEAD,False
264,BR,B01Z,-,REQUEST FOR REINSTATEMENT OF RIGHTS TO ENTER THE PCT NATIONAL PHASE REJECTED [CHAPTER 1.4.1 PATENT GAZETTE],RESTABELECIMENTO DE DIREITO PARA ENTRADA NA FASE NACIONAL DO PCT NEGADO [CODIGO 1.4.1 RPI],C,APPLICATION REVIVAL,PENDING,False
265,BR,B03A,,PUBLICATION OF A PATENT APPLICATION OR OF A CERTIFICATE OF ADDITION OF INVENTION [CHAPTER 3.1 PATENT GAZETTE],PUBLICACAO DO PEDIDO: PUBLICACAO DO PEDIDO DE PATENTE OU DE CERTIFICADO DE ADICAO DE INVENCAO [CODIGO 3.1 RPI],Q,DOCUMENT PUBLICATION,PENDING,False
266,BR,B03B,,PUBLICATION OF AN APPLICATION: PUBLICATION ANTICIPATED [CHAPTER 3.2 PATENT GAZETTE],PUBLICACAO DO PEDIDO: PUBLICACAO ANTECIPADA [CODIGO 3.2 RPI],Q,DOCUMENT PUBLICATION,PENDING,False
267,BR,B03E,,PUBLICATION OF APPLICATION WITHDRAWN [CHAPTER 3.5 PATENT GAZETTE],PUBLICACAO DO PEDIDO: PUBLICACAO DO PEDIDO RETIRADO [CODIGO 3.5 RPI],Q,DOCUMENT PUBLICATION,PENDING,False
268,BR,B03F,,PUBLICATION OF AN APPLICATION: PUBLICATION OF APPLICATION DEFINITELY DISMISSED [CHAPTER 3.6 PATENT GAZETTE],PUBLICACAO DO PEDIDO: PUBLICACAO DO PEDIDO ARQUIVADO DEFINITIVAMENTE [CODIGO 3.6 RPI],Q,DOCUMENT PUBLICATION,PENDING,False
269,BR,B03G,,PUBLICATION OF AN APPLICATION: PUBLICATION CANCELLED [CHAPTER 3.7 PATENT GAZETTE],PUBLICACAO DO PEDIDO: PUBLICACAO ANULADA [CODIGO 3.7 RPI],Q,DOCUMENT PUBLICATION,PENDING,False
270,BR,B03H,,PUBLICATION OF AN APPLICATION: RECTIFICATION [CHAPTER 3.8 PATENT GAZETTE],PUBLICACAO DO PEDIDO: RETIFICACAO [CODIGO 3.8 RPI],P,RE-PUBLICATION OF DOCUMENT AFTER MODIFICATION,PENDING,False
271,BR,B04C,,REQUEST FOR EXAMINATION: APPLICATION REINSTATED [CHAPTER 4.3 PATENT GAZETTE],PEDIDO DE EXAME: DESARQUIVAMENTO - ART. 33 PARAGRAFO UNICO DA LPI [CODIGO 4.3 RPI],C,APPLICATION REVIVAL,PENDING,False
272,BR,B04Z,,REQUEST FOR EXAMINATION: PUBLICATION OF REINSTATEMENT CANCELLED [CHAPTER 4.3.1 PATENT GAZETTE],PEDIDO DE EXAME: PUBLICACAO ANULADA [CODIGO 4.3.1 RPI],Y,CORRECTION AND DELETION OF EVENT INFORMATION,PENDING,False
